Player,Player ID,Age,Speciality,Exp,TSI,Salary,Form,Condition,Character,Aggressiveness,Honesty,Leadership,GK,DEF,PM,WG,PASS,SCO,SP,Last_Skills_Update
"Dobroslaw Kunz,481431181,20.098,,fatalny,240,1080,6,3,kontrowersyjny,porywczy,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Dominik Kolomanski,481460889,20.077,H,nędzny,670,1080,6,5,złośliwy,spokojny,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jakub Szarata,481422282,20.092,,nędzny,170,1080,3,4,popularny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Zdzislaw Nedza,481463190,20.083,U,nędzny,70,1160,6,4,przyjemny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Rafal Sledziewski,481423037,19.108,,nędzny,740,1480,4,4,sympatyczny,spokojny,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Karol Hulboj,481462598,18.089,U,kiepski,36440,31440,7,7,popularny,opanowany,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Mikolaj Mazurek,481419393,18.091,,kiepski,9460,7880,6,7,kontrowersyjny,zrównoważony,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Marcin Boba,481459538,20.089,H,nędzny,3030,1600,4,8,popularny,spokojny,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Ernest Tulikowski,481477311,18.092,H,nędzny,10940,9720,5,5,przyjemny,z charakterem,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Radomir Halupka,481473011,19.02,H,nędzny,940,1520,5,6,przyjemny,z charakterem,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Dariusz Surzyn,481462035,19.095,S,fatalny,720,1520,5,5,kontrowersyjny,z charakterem,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Damian Ziemkowski,481461702,18.107,H,nędzny,600,1280,2,7,popularny,zrównoważony,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Zdzislaw Szczepanek,481457625,18.091,T,nędzny,19510,8320,7,6,sympatyczny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Celestyn Biegas,481462144,20.089,,nędzny,370,1400,1,9,przyjemny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Janusz Latosinski,481472000,20.099,U,nędzny,2420,2400,4,8,sympatyczny,zrównoważony,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Zdzislaw Gierlak,481462543,20.1,,nędzny,5240,1640,7,8,kontrowersyjny,porywczy,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Kazimierz Krysiak,481421055,20.013,Q,nędzny,1750,1880,6,5,przyjemny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Arkadiusz Maszczyk,481464145,18.089,P,nędzny,5990,5680,7,6,złośliwy,zrównoważony,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Krzysztof Kantecki,481463998,20.022,U,kiepski,8270,3720,8,6,sympatyczny,porywczy,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Fiutkowski,481463119,20.09,,nędzny,350,1080,3,5,kontrowersyjny,zrównoważony,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Lenarcik,481462337,20.081,T,nędzny,1710,1520,8,5,sympatyczny,z charakterem,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Karol Leszkowski,481467825,19.014,P,fatalny,110,1080,2,4,sympatyczny,opanowany,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Nikifor Fertacz,481440450,19.086,,nędzny,1340,1480,6,5,sympatyczny,opanowany,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Abelard Burczy,481386625,20.064,T,nędzny,3510,2680,6,6,przyjemny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Boleslaw Szostak,481464148,20.094,H,nędzny,1750,1520,6,7,sympatyczny,opanowany,podły,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Rusek,481386288,20.068,P,nędzny,1230,3720,3,3,przyjemny,opanowany,szlachetny,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Mariusz Sarama,481462081,18.088,,nędzny,420,1240,2,6,kontrowersyjny,zrównoważony,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Bartlomiej Kasperkiewicz,481460078,20.096,T,nędzny,960,1160,4,7,sympatyczny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Symplicjusz Wlazlo,481422348,18.094,H,nędzny,7460,2160,8,6,przyjemny,z charakterem,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Waldemar Jagielinski,481472939,19.067,P,fatalny,250,1080,5,4,przyjemny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Walenty Koleda,481461783,21.011,,nędzny,1540,1480,5,7,sympatyczny,porywczy,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Kwiryn Zasuwa,481461442,19.047,,fatalny,320,1240,3,5,sympatyczny,zrównoważony,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Marcin Bruzdzinski,481425368,20.032,,nędzny,2720,1320,7,6,przyjemny,z charakterem,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Stanislaw Paska,481459167,19.001,,nędzny,2030,1640,4,6,sympatyczny,porywczy,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Thore Luft,481463587,19.106,,nędzny,3200,5800,4,5,sympatyczny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Boleslaw Laniecki,481470760,20.078,P,nędzny,300,1080,4,5,kontrowersyjny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Janusz Zabkiewicz,481451294,18.089,P,kiepski,16580,8760,3,6,kontrowersyjny,opanowany,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Zenon Kindziuk,481422033,19.094,P,nędzny,510,1280,5,7,sympatyczny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Radoslaw Faruga,481474854,20.09,,nędzny,2080,3720,7,6,przyjemny,opanowany,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Antoni Piekut,481451223,21.02,,nędzny,70,1000,6,6,sympatyczny,porywczy,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Zenon Rekas,481460961,20.091,,nędzny,370,1240,3,5,sympatyczny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Lucjan Sliwinski,481468623,19.018,,nędzny,6410,4040,8,6,przyjemny,opanowany,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Mieczyslaw Hyzy,481460571,21.001,T,nędzny,4080,5840,5,9,sympatyczny,porywczy,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Walenty Gruszka,481430173,20.092,U,nędzny,390,1160,6,5,sympatyczny,z charakterem,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Szymon Szwej,481465065,20.092,,fatalny,2400,4840,4,6,sympatyczny,zrównoważony,podły,słaby,-,-,-,-,-,-,-,08.08.2024"
"Marek Mysiorski,481468080,20.076,H,nędzny,960,2480,3,4,kontrowersyjny,zrównoważony,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Slawomir Gorka,481479939,20.094,P,fatalny,5360,1880,5,8,przyjemny,opanowany,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Roman Gmyz,481459776,19.085,,nędzny,210,1080,3,5,sympatyczny,zrównoważony,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Nikodem Wozinski,481468861,20.087,T,nędzny,470,1280,7,4,przyjemny,zrównoważony,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Witold Janos,481414803,19.083,H,kiepski,1570,1160,8,6,sympatyczny,z charakterem,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Krzysztof Malenczuk,481470850,19.11,H,nędzny,6450,1440,6,8,przyjemny,zrównoważony,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Ernest Stanisz,481385968,21.017,T,nędzny,750,1160,6,6,przyjemny,spokojny,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Marek Pyzik,481464754,20.016,U,nędzny,740,1280,6,6,popularny,opanowany,szlachetny,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Janusz Peruga,481465655,20.067,T,nędzny,4410,1720,7,9,przyjemny,opanowany,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Dawid Kleczaj,481457707,20.093,H,nędzny,370,1440,3,4,przyjemny,opanowany,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Krzysztof Werner,481460898,20.0,T,nędzny,450,1160,3,7,przyjemny,spokojny,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Edmund Rafinski,481463815,20.082,,kiepski,6590,2920,6,7,kontrowersyjny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Boleslaw Gnom,481460231,20.022,T,nędzny,4060,6880,4,8,przyjemny,spokojny,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Jan Tybus,481480112,18.09,U,nędzny,5350,2160,8,6,popularny,opanowany,prawy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Wlodzimierz Wrzesniowski,481423239,19.084,,nędzny,1000,2680,1,5,kontrowersyjny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Stefan Saladra,481482519,20.032,U,nędzny,280,1080,7,4,przyjemny,z charakterem,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Konrad Dzierdzion,481471794,20.096,,nędzny,3650,1560,8,8,przyjemny,z charakterem,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Bozymir Figaszewski,481480102,18.098,,nędzny,5920,1960,8,6,przyjemny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Maslaw Duszczak,481469127,19.098,,kiepski,1560,1960,6,7,przyjemny,z charakterem,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Maciej Wosik,481463996,18.094,U,nędzny,380,1080,5,7,przyjemny,z charakterem,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Sebastian Dryjanski,481460629,19.105,,kiepski,810,1160,6,7,sympatyczny,spokojny,prawy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Wladyslaw Sinkowski,481479204,20.022,T,nędzny,1770,1520,6,5,przyjemny,opanowany,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Ferdynand Godras,481454850,19.088,,nędzny,910,2760,5,7,złośliwy,z charakterem,podły,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Gniewosz Karpinski,481462677,20.011,,nędzny,1780,1320,8,6,popularny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Ignacy Wejarski,481455844,18.092,H,nędzny,11370,7440,5,6,popularny,opanowany,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Ariel Ciuchta,481427503,20.027,U,nędzny,1350,1800,4,7,kontrowersyjny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Gabriel Suda,481452889,20.107,,nędzny,750,1240,8,4,przyjemny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Olaf Kwoczala,481463513,20.078,T,nędzny,2240,3280,6,6,kontrowersyjny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Aleksander Chamczyk,481463096,19.083,,nędzny,80,1000,2,4,sympatyczny,zrównoważony,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Donat Radtke,481463128,19.011,H,kiepski,6760,3560,6,7,sympatyczny,z charakterem,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Marek Wierzbowicz,481461318,20.037,H,nędzny,660,1280,4,5,sympatyczny,zrównoważony,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Feliks Worwa,481471210,19.062,Q,nędzny,380,1080,4,4,przyjemny,porywczy,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Wirginiusz Rutkowski,481458774,20.096,,nędzny,960,1320,4,5,sympatyczny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Patynski,481447389,21.033,T,nędzny,2180,5120,3,7,kontrowersyjny,spokojny,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Bogdan Kowalicki,481479907,19.084,,nędzny,3640,1800,7,7,kontrowersyjny,z charakterem,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Maciej Kubisz,481471956,20.093,H,nędzny,740,2240,3,6,kontrowersyjny,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Antoni Pokrzywa,481426803,19.01,P,nędzny,4890,2600,7,7,złośliwy,zrównoważony,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Jacek Goronski,481462096,20.032,U,nędzny,3800,1800,8,8,przyjemny,porywczy,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Jacek Dumalo,481451751,20.083,,fatalny,530,1400,4,4,przyjemny,z charakterem,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Leszek Sujka,481462528,19.091,,nędzny,2200,4680,4,8,kontrowersyjny,z charakterem,podły,słaby,-,-,-,-,-,-,-,08.08.2024"
"Stanislaw Hulboj,481475146,20.085,,nędzny,1380,1640,4,5,sympatyczny,spokojny,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Zygmunt Reczkowski,481469123,19.06,U,nędzny,1750,1720,6,6,sympatyczny,z charakterem,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Edward Kozlowski,481418215,18.091,,kiepski,6040,1800,5,7,popularny,porywczy,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Gerard Wybraniec,481421602,18.092,H,nędzny,5140,4880,5,7,sympatyczny,porywczy,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Kajetan Gronkiewicz,481462381,19.048,,nędzny,2530,1640,4,7,złośliwy,z charakterem,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Adam Maciejewski,481462847,18.093,,nędzny,5330,1800,6,6,kontrowersyjny,porywczy,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Ignacy Rulewski,481423187,18.092,H,nędzny,13880,4880,7,6,kontrowersyjny,opanowany,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Wladyslaw Englert,481459230,18.089,T,nędzny,4530,2680,4,7,kontrowersyjny,z charakterem,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Harald Strzeszynski,481465316,18.092,P,nędzny,8430,3360,7,6,przyjemny,zrównoważony,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Robert Zielaskiewicz,481471227,19.029,,fatalny,750,1320,4,7,przyjemny,porywczy,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Dawid Zembik,481394060,18.092,Q,nędzny,15260,4440,7,7,sympatyczny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Bartek Ksiezopolski,481455560,18.096,,kiepski,1430,1400,7,7,przyjemny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Samuel Kubiczek,481472085,19.025,,nędzny,460,1160,4,7,kontrowersyjny,spokojny,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Maciej Jenarzewski,481444310,18.089,U,nędzny,510,1160,4,6,popularny,z charakterem,prawy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Adrian Madrowski,481427737,18.092,,nędzny,9530,2040,6,7,przyjemny,zrównoważony,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Maciej Skwark,481434658,18.09,Q,kiepski,7430,2480,6,6,kontrowersyjny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Tomasz Daleka,481442129,19.109,U,nędzny,4160,1880,6,7,popularny,z charakterem,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Erwin Bielas,481464189,18.088,H,kiepski,8200,4080,6,6,przyjemny,porywczy,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Sebastian Domeracki,481478225,18.087,T,nędzny,4970,2040,7,6,popularny,zrównoważony,prawy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Wiliam Studniarek,481445482,18.094,U,nędzny,11980,3200,8,6,sympatyczny,z charakterem,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Maciej Pojasek,481393638,18.091,P,nędzny,3880,2240,4,7,przyjemny,porywczy,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Przemyslaw Bendowski,481459518,18.09,,nędzny,13990,7800,7,7,sympatyczny,z charakterem,prawy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Polikarp Pawezka,481451555,18.091,,kiepski,15690,4600,7,6,kontrowersyjny,z charakterem,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Marcin Majdanik,481450283,18.089,Q,kiepski,20820,11280,5,6,sympatyczny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Witold Figula,481460877,19.044,,nędzny,920,1160,7,7,przyjemny,z charakterem,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Zdzislaw Hernik,481460163,18.111,Q,nędzny,180,1160,3,3,przyjemny,zrównoważony,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Korneliusz Ruszewski,481421236,19.009,Q,nędzny,600,1280,6,6,przyjemny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Patryk Rzewuski,481462201,19.025,,nędzny,3490,3800,5,8,przyjemny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Tadeusz Cholerzynski,481428062,18.093,,nędzny,5620,6520,5,7,kontrowersyjny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Pawel Zawieyski,481463106,19.022,,nędzny,10530,5560,7,7,kontrowersyjny,opanowany,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Hieronim Fuja,481443547,18.089,,kiepski,22070,8840,8,6,sympatyczny,spokojny,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Dariusz Wilner,481463408,19.027,T,nędzny,520,1280,7,7,popularny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Dymitr Gniedziejko,481480010,19.073,T,kiepski,3710,2480,6,7,złośliwy,opanowany,podły,słaby,-,-,-,-,-,-,-,08.08.2024"
"Marian Stachowiak,481458892,20.02,,nędzny,3100,4680,6,8,przyjemny,z charakterem,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Adam Salecki,481480423,19.008,P,kiepski,3960,3480,7,6,kontrowersyjny,porywczy,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Leslaw Szkarad,481467067,19.017,,nędzny,6670,9960,6,7,sympatyczny,z charakterem,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Damazy Stani,481432347,19.063,,fatalny,130,1080,4,5,sympatyczny,z charakterem,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Marcin Rokicki,481472356,20.023,T,nędzny,11250,12000,8,6,sympatyczny,spokojny,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Ireneusz Borejko,481455300,18.088,Q,nędzny,7950,2400,8,6,przyjemny,z charakterem,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Cudzich,481463006,19.001,P,nędzny,710,1520,3,6,przyjemny,porywczy,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jozef Ulkowski,481459392,20.017,,nędzny,800,1720,4,3,przyjemny,z charakterem,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Wieslaw Adler,481458665,18.088,,nędzny,24750,4040,7,7,kontrowersyjny,porywczy,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Nabrdalik,481420749,18.09,,kiepski,5750,5160,5,6,przyjemny,z charakterem,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Wladyslaw Sztwiertnia,481458781,20.046,,nędzny,260,1160,3,5,kontrowersyjny,porywczy,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Tomasz Bekier,481422657,18.09,U,nędzny,11270,3800,6,6,przyjemny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Jozef Sroka,481463303,20.008,,nędzny,29030,31400,7,6,sympatyczny,porywczy,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Wladyslaw Pordzik,481459408,18.101,Q,nędzny,350,1080,6,4,kontrowersyjny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jozef Romanow,481461408,20.005,,nędzny,610,1080,6,6,kontrowersyjny,spokojny,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Karol Arndt,481455795,19.024,U,nędzny,4490,3200,6,6,przyjemny,zrównoważony,szlachetny,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Radomir Luty,481455373,19.023,,kiepski,3810,3720,5,6,przyjemny,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Krzysztof Mlodozeniec,481422403,18.094,Q,kiepski,3330,1720,5,9,przyjemny,opanowany,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Leslaw Hadasik,481465252,19.043,,nędzny,680,1320,4,7,kontrowersyjny,porywczy,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Edmund Til,481458459,18.104,U,kiepski,5380,3800,4,7,kontrowersyjny,z charakterem,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Waclaw Dworzynski,481464454,18.105,Q,nędzny,4630,2240,3,6,sympatyczny,zrównoważony,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Artur Rzadkosz,481479165,20.002,H,nędzny,3210,4160,8,8,przyjemny,porywczy,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Kazimierz Krzysiek,481482003,18.087,,nędzny,23420,11640,6,6,sympatyczny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Ireneusz Malczyk,481441590,18.089,,nędzny,1380,2760,3,4,przyjemny,zrównoważony,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Nikodem Dziel,481458832,19.109,Q,nędzny,3340,1360,4,7,złośliwy,porywczy,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Teofil Durlej,481463627,18.09,P,nędzny,11200,2840,7,6,kontrowersyjny,porywczy,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Dorian Domaniewski,481423061,19.007,Q,nędzny,3220,3800,7,5,sympatyczny,z charakterem,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Marek Marzeta,481453332,19.109,,nędzny,1960,1240,8,7,przyjemny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Aleksander Poninski,481464944,19.069,,nędzny,1390,1480,6,5,przyjemny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Tomasz Plaskowski,481463769,18.09,H,kiepski,14190,4600,6,6,sympatyczny,spokojny,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jan Mydlowski,481462948,19.066,,nędzny,7910,5320,7,7,kontrowersyjny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Zbigniew Komisarski,481457811,18.089,H,kiepski,5070,1440,7,6,kontrowersyjny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Jerzy Suprynowicz,481465426,19.038,P,kiepski,320,1080,5,6,przyjemny,zrównoważony,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Ireneusz Obala,481456316,18.091,,nędzny,170,1080,5,3,kontrowersyjny,z charakterem,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Stefan Gniot,481454843,18.088,Q,kiepski,14000,11720,4,5,sympatyczny,porywczy,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Waldemar Czerepak,481441143,18.089,S,nędzny,2150,1160,6,7,popularny,spokojny,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Jerzy Olczak,481467703,19.078,,nędzny,1300,3160,5,4,złośliwy,opanowany,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Maciej Wower,481423434,18.091,Q,kiepski,6430,1880,7,6,sympatyczny,zrównoważony,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Brunon Justyna,481421564,18.09,Q,nędzny,10080,3640,7,6,sympatyczny,z charakterem,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Przemyslaw Bonczek,481481051,20.028,H,kiepski,1360,1960,6,6,sympatyczny,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Dariusz Pabian,481422979,18.098,P,nędzny,8530,2160,7,6,przyjemny,zrównoważony,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Nikodem Krzysiak,481473001,18.088,,nędzny,520,1400,3,3,przyjemny,zrównoważony,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Leslaw Brychcy,481440007,20.026,T,nędzny,2520,1720,8,6,przyjemny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Alfred Skobejewicz,481469882,20.047,,nędzny,500,1160,4,5,sympatyczny,zrównoważony,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Amadeusz Odbierzychleb,481471172,18.105,,nędzny,2900,1160,7,7,kontrowersyjny,opanowany,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Janusz Andryskowski,481462087,19.019,H,fatalny,190,1000,3,7,kontrowersyjny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Beniamin Napolski,481418347,18.1,,nędzny,670,1160,5,6,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Mieczyslaw Szost,481479872,18.087,,nędzny,8160,3160,5,6,popularny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Czeslaw Wianecki,481420958,19.023,P,nędzny,6120,6360,7,7,złośliwy,zrównoważony,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Dariusz Kubczyk,481457938,18.088,H,nędzny,820,1280,5,5,sympatyczny,z charakterem,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Loba,481482332,18.096,T,nędzny,850,1160,3,7,kontrowersyjny,z charakterem,podły,kiepski,-,-,-,-,-,-,-,08.08.2024"
