"id,days in academy,speciality_academy,speciality,revealed day,speciality after promotion"
"Waclaw Zub,481826209,T50,T,50,T"
"Krzysztof Kielar,481801652,,,,"
"Dobrogost Nestorowicz,481816786,,,,"
"Romuald Lebek,481848008,,,,"
"Nikodem Kustosik,481800570,H81,H,81,H"
"Krzysztof Ciolak,481848943,Q49,Q,49,Q"
"Jan Smialek,481829269,,,,"
"Waldemar Grzeslo,481856868,P61,P,61,P"
"Ludolf Nakonieczny,481859110,,,,"
"Amadeusz Atamanczuk,481824748,U36,U,36,U"
"Egon Wojs,481858856,H39,H,39,H"
"Borys Pietryka,481839953,,,,"
"Iwo Badowski,481804006,T91,T,91,T"
"Tomek Cuprych,481836568,,,,"
"Maciej Sioma,481803757,Q50,Q,50,Q"
"Urban Kosin,481848423,,,,"
"Grzegorz Wawelski,481796658,T57,T,57,T"
"Krzysztof Drozdzal,481787494,,,,"
"Edgar Mizia,481837704,P134,P,134,P"
"Fryderyk Stojak,481839850,H59,H,59,H"
"Ireneusz Gostkowski,481799094,T36,T,36,T"
"Emil Cichonski,481852273,H42,H,42,H"
"Waldemar Drewniak,481844954,,,,"
"Daniel Kedrak,481788247,T43,T,43,T"
"Grzymislaw Mikiciuk,481796255,,,,"
"Kazimierz Ches,481819988,H43,H,43,H"
"Leonard Tolwinski,481841275,R37,R,37,R"
"Jerzy Wiezik,481842142,P38,P,38,P"
"Jan Kempa,481842977,,,,"
"Wladyslaw Kotula,481789044,,,,"
"Dariusz Koltowski,481795530,,,,"
"Konrad Piniarski,481839831,U35,U,35,U"
"Feliks Czabocko,481858690,,,,"
"Zygmunt Wojtkowski,481805772,Q73,Q,73,Q"
"Feliks Dolinski,481859223,,,,"
"Jurn Dallabona,481836081,,,,"
"Cezary Strzelbicki,481836773,H45,H,45,H"
"Przemyslaw Marzeta,481825957,T74,T,74,T"
"Wladyslaw Walaszek,481837400,Q50,Q,50,Q"
"Walter Rysinski,481840227,H78,H,78,H"
"Miroslaw Sypniewski,481795710,H36,H,36,H"
"Emil Lisiak,481851800,H42,H,42,H"
"Mauryliusz Bohdanowicz,481853571,H95,H,95,H"
"Pawel Gruda,481859063,Q-1,Q,-1,Q"
"Marek Tyrna,481838402,P-1,P,-1,P"
"Slawomir Leputa,481789100,T63,T,63,T"
"Mirek Kubat,481838586,Q43,Q,43,Q"
"Przemyslaw Smyczek,481847695,P36,P,36,P"
"Boguslaw Mikolajuk,481852332,,,,"
"Arkady Hernas,481835816,,,,"
"Wojciech Kopek,481823234,P36,P,36,P"
"Ignacy Rapczynski,481796384,U42,U,42,U"
"Dominik Jaruga,481798435,T34,T,34,T"
"Jakub Warchala,481838374,,,,"
"Damian Grudniewski,481840215,S116,S,116,S"
"Aleksander Rydzinski,481809400,,,,"
"Slawomir Zolnierzak,481800029,,,,"
"Stelios Wistuba,481820912,U34,U,34,U"
"Dariusz Trocki,481839504,P59,P,59,P"
"Waclaw Kotowicz,481832063,Q36,Q,36,Q"
"Edward Banak,481841790,T43,T,43,T"
"Tomasz Andruczyk,481832669,T36,T,36,T"
"Joachim Kutela,481826536,,,,"
"Mikolaj Pasikowski,481848723,P-1,P,-1,P"
"Kacper Biadun,481807330,P43,P,43,P"
"Franciszek Potyrala,481832362,H-1,H,-1,H"
"Miron Banasik,481844049,Q36,Q,36,Q"
"Marek Porebski,481798070,,,,"
"Waclaw Walerczyk,481858499,P-1,P,-1,P"
"Piotr Przybysz,481789512,U34,U,34,U"
"Seweryn Kuzminski,481843835,U-1,U,-1,U"
"Zdzislaw Gryzik,481838108,U36,U,36,U"
"Wiktor Wojewodzki,481857526,P-1,P,-1,P"
"Zdzislaw Spychalski,481831805,Q64,Q,64,Q"
"Mariusz Witkowicz,481858991,U-1,U,-1,U"
"Damian Deneka,481813991,,,,"
"Andrzej Furmaga,481831100,U28,U,28,U"
"Leon Walecki,481804499,,,,"
"Artur Teliszewski,481795303,,,,"
"Dominik Trzaska,481850338,U29,U,29,U"
"Sebastian Matyjak,481836997,,,,"
"Konrad Pilitowski,481844515,,,,"
"Jozef Dragowski,481795174,T29,T,29,T"
"Jaroslaw Delikat,481832517,,,,"
"Marcin Pawlina,481842341,,,,"
"Michal Bojczuk,481837247,P92,P,92,P"
"Tobiasz Brzyski,481858230,P28,P,28,P"
"Miroslaw Goj,481842472,Q29,Q,29,Q"
"Anastazy Swigut,481826212,,,,"
"Dariusz Pasiek,481839111,,,,"
"Szymon Zoltanski,481818206,P29,P,29,P"
"Lukasz Nowalinski,481815384,,,,"
"Mariusz Fijarczyk,481838652,,,,"
"Patryk Chodowiec,481796087,T30,T,30,T"
"Franciszek Ziniewicz,481790022,,,,"
"Dawid Jemielita,481795730,,,,"
"Emil Szynkiewicz,481841025,Q31,Q,31,Q"
"Daniel Szczesniak,481837636,,,,"
"Miron Madala,481836304,,,,"
"Mieczyslaw Cieslok,481797540,,,,"
"Maurycy Wieczerzak,481851075,U28,U,28,U"
"Przemyslaw Zacharia,481838015,U-1,U,-1,U"
"Dymitr Prochniak,481840793,,,,"
"Leszek Gajecki,481819534,H28,H,28,H"
"Jonatan Bustynski,481814464,Q29,Q,29,Q"
"Bogdan Doroszuk,481786078,,,,"
"Przemyslaw Walach,481857047,Q29,Q,29,Q"
"Roman Silakowski,481786358,H50,H,50,H"
"Kamil Hadasz,481828349,,,,"
"Jerzy Badach,481835494,P120,P,120,P"
"Marcin Bauer,481835639,,,,"
"Zygmunt Matyja,481839822,,,,"
"Norbert Kaczorkiewicz,481837525,,,,"
"Idzislaw Siemiada,481840174,U27,U,27,U"
"Henryk Cyluk,481838847,H106,H,106,H"
"Bartosz Chmarzynski,481795373,,,,"
"Krzysztof Gos,481833119,P27,P,27,P"
"Marcin Sejud,481836295,Q36,Q,36,Q"
"Adam Wydrzynski,481837305,T29,T,29,T"
"Jonatan Palen,481842124,P36,P,36,P"
"Lucjan Stasiak,481838373,,,,"
"Kuba Surdacki,481836078,U74,U,74,U"
"Lucjan Gaczol,481857536,T96,T,96,T"
"Igor Chrzastek,481847561,,,,"
"Gernot Kuhr,481842183,H120,H,120,H"
"Jakub Filochowski,481842123,,,,"
"Joachim Polus,481835720,P21,P,21,P"
"Wincenty Szczesniewski,481804865,P-1,P,-1,P"
"Lech Igielski,481805774,Q73,Q,73,Q"
"Waldemar Wenderski,481835938,U21,U,21,U"
"Jaroslaw Granowski,481815338,Q21,Q,21,Q"
"Franciszek Hoszek,481828418,P70,P,70,P"
"Lech Tyborowski,481786986,P98,P,98,P"
"Juliusz Klyz,481838605,H18,H,18,H"
"Fryderyk Chmiest,481859043,P32,P,32,P"
"Radomir Daszkowski,481827890,,,,"
"Sylwester Zulawski,481814684,P-1,P,-1,P"
"Krzysztof Troka,481837677,,,,"
"Mariusz Petryszyn,481833566,H21,H,21,H"
"Krzysztof Zwirko,481806792,,,,"
"Radoslaw Rzepnicki,481850348,H-1,H,-1,H"
"Maciej Krzeszowiak,481857804,Q-1,Q,-1,Q"
"Blazej Mizielinski,481837279,,,,"
"Ariel Siemak,481842945,P-1,P,-1,P"
"Otton Bielat,481848615,T20,T,20,T"
"Konrad Czembor,481844564,T39,T,39,T"
"Jedrzej Meszka,481805561,,,,"
"Aleksander Papiez,481847543,T-1,T,-1,T"
"Feliks Stanek,481794990,T15,T,15,T"
"Jan Lozio,481844057,Q-1,Q,-1,Q"
"Fabian Szlage,481840073,Q19,Q,19,Q"
"Marian Koprowicz,481843814,,,,"
"Grzegorz Dzicher,481851042,,,,"
"Antoni Podsiadlowski,481798433,Q11,Q,11,Q"
"Zdzislaw Flisikowski,481842828,T22,T,22,T"
"Jakub Wolko,481838053,,,,"
"Dawid Ceret,481794394,,,,"
"Jan Madela,481823542,P120,P,120,P"
"Seweryn Uszynski,481821283,Q22,Q,22,Q"
"Stanislaw Balcerzyk,481844727,,,,"
"Lech Sabala,481835390,H-1,H,-1,H"
"Remigiusz Mokrzynski,481841940,,,,"
"Albin Znamirowski,481796934,P21,P,21,P"
"Waclaw Adamczyk,481842063,P8,P,8,P"
"Marian Termin,481838398,,,,"
"Jan Korlak,481859097,Q88,Q,88,Q"
"Szczeslaw Nadolski,481821560,H8,H,8,H"
"Julian Wasko,481835500,H21,H,21,H"
"Franciszek Ungier,481849006,,,,"
"Przemyslaw Szymerowski,481792282,,,,"
"Aleksander Bylina,481799085,H22,H,22,H"
"Ryszard Uchwat,481837289,,,,"
"Fryderyk Luczka,481850421,,,,"
"Aureliusz Buczek,481837838,Q134,Q,134,Q"
"Jan Siejka,481842275,,,,"
"Dominik Cholota,481856015,,,,"
"Wieslaw Stania,481839785,,,,"
"Daniel Promilus,481832189,U21,U,21,U"
"Orest Mruczek,481842019,,,,"
"Waldemar Sotola,481841687,,,,"
"Zdzislaw Maciaszczyk,481836548,,,,"
"Konrad Chmiel,481790134,H8,H,8,H"
"Adrian Cwiok,481796052,P15,P,15,P"
"Emilian Paprocki,481815619,P64,P,64,P"
"Maciej Michalik,481797828,,,,"
"Dariusz Mrowiec,481795146,,,,"
"Radoslaw Nawrocki,481787053,P8,P,8,P"
"Nikodem Kluk,481849435,Q13,Q,13,Q"
"Mirco Dubos,481832591,T15,T,15,T"
"Sedzislaw Dolata,481851894,,,,"
"Robert Widera,481824340,,,,"
"Marcin Gogacz,481790270,,,,"
"Franciszek Tarapacz,481836595,T102,T,102,T"
"Lucjan Druzgala,481837378,,,,"
"Patryk Horodecki,481848356,,,,"
"Radoslaw Wypiorczyk,481836217,,,,"
"Stanislaw Tomczewski,481844964,T14,T,14,T"
"Wilhelm Slowik,481799271,U148,U,148,U"
"Boguslaw Popek,481846162,U22,U,22,U"
"Oleksii Molokutsko,481845074,T58,T,58,T"
"Florian Spalek,481848946,,,,"
"Adrian Szatkiewicz,481841231,H45,H,45,H"
"Dominik Drzystek,481859343,,,,"
"Walenty Wankiewicz,481844292,,,,"
"Tomasz Faron,481853362,P64,P,64,P"
"Adam Dycha,481856040,H56,H,56,H"
"Stefan Gabriel,481804861,,,,"
"Piotrek Bechta,481841107,,,,"
"Boleslaw Oledzki,481831722,,,,"
"Przemyslaw Mastalerczuk,481851027,,,,"
"Hugon Paciejewski,481835384,P22,P,22,P"
"Grzegorz Gebus,481814679,,,,"
"Gerard Kubrak,481787497,,,,"
"Zygfryd Boruch,481791936,,,,"
"Maksymilian Krzewski,481838940,H142,H,142,H"
"Dawid Aniolowski,481841494,,,,"
"Aleksander Kosciolek,481836130,H14,H,14,H"
"Henryk Cyrnek,481791009,,,,"
"Maksymilian Przybyl,481842593,,,,"
"Miroslaw Adamiec,481838454,,,,"
"Teodor Sarnowski,481836189,,,,"
"Prosimir Zmudzki,481858161,,,,"
"Dariusz Biniecki,481835525,U58,U,58,U"
"Piotr Dudek,481843838,,,,"
"Zygfryd Dylewski,481858051,,,,"
"Zbigniew Skotak,481797179,,,,"
"Aleksander Golebiowski,481836499,H14,H,14,H"
"Marek Fydryszewski,481841554,,,,"
"Tadeusz Cyluk,481841789,T74,T,74,T"
"Mikolaj Boroczynski,481789440,T64,T,64,T"
"Alfred Nierobis,481859959,T-1,T,-1,T"
"Andrzej Dziuda,481844992,,,,"
"Wiktor Baranczyk,481835586,,,,"
"Maciej Danilewicz,481798187,P13,P,13,P"
"Marcin Marciniak,481842149,Q45,Q,45,Q"
"Przemyslaw Niedzialek,481845304,,,,"
"Adam Matejek,481845123,,,,"
"Miroslaw Kobiela,481837482,H8,H,8,H"
"Mechyslav Orlyk,481836506,,,,"
"Andrzej Gorski,481837889,Q22,Q,22,Q"
"Witold Lakwa,481849768,,,,"
"Sergiusz Cirocki,481836621,,,,"
"Dariusz Kossakowski,481823262,,,,"
"Damian Figurski,481788545,H14,H,14,H"
"Juliusz Sankowski,481845678,Q21,Q,21,Q"
"Ferdynand Arndt,481790532,,,,"
"Miroslaw Jamroz,481832483,,,,"
"Rafal Gawlica,481817273,U-1,U,-1,U"
"Wladyslaw Sitnik,481785895,,,,"
"Wlodzimierz Gutt,481844958,H57,H,57,H"
"Juliusz Kosmowski,481838627,T22,T,22,T"
"Filip Niemancewicz,481842573,T8,T,8,T"
"Boleslaw Lichorobiec,481836967,Q22,Q,22,Q"
"Boleslaw Bucon,481823830,P29,P,29,P"
"Aleks Walkowiak,481840467,,,,"
"Bohdan Tylman,481851265,,,,"
"Boleslaw Labus,481846040,,,,"
"Marcin Jeczkowski,481838601,U71,U,71,U"
"Egon Prorok,481848939,T99,T,99,T"
"Jaroslaw Babicz,481818698,,,,"
"Anzelm Maternia,481797189,,,,"
"Wladyslaw Molek,481837236,Q-1,Q,-1,Q"
"Adam Madalinski,481840212,,,,"
"Zdzislaw Golacik,481794783,P22,P,22,P"
"Waldemar Puszynski,481853358,,,,"
"Gawel Bartoszynski,481804128,,,,"
"Benedykt Rys,481821556,,,,"
"Klaudiusz Mizura,481836807,Q127,Q,127,Q"
"Bernard Mynarek,481836127,U4,U,4,U"
"Piotr Walczynski,481837737,,,,"
"Waclaw Fabian,481836021,T8,T,8,T"
"Janusz Kosyl,481842831,,,,"
"Ferdynand Larwa,481795291,,,,"
"Kajetan Zabiegaj,481836113,,,,"
"Roman Terka,481836624,P15,P,15,P"
"Tomasz Gorczyca,481795455,U46,U,46,U"
"Tomasz Barelkowski,481831584,,,,"
"Zenon Gornicz,481841860,Q1,Q,1,Q"
"Mariusz Chudziak,481801599,H53,H,53,H"
"Jaroslaw Stypinski,481856770,,,,"
"Stanislaw Kedzierawski,481850932,P0,P,0,P"
"Alf Sittner,481845270,T22,T,22,T"
"Dawid Popielski,481835680,,,,"
"Krzysztof Zimnoch,481837280,P43,P,43,P"
"Mieczyslaw Salus,481840113,H25,H,25,H"
"Ryszard Czempik,481805145,,,,"
"Mieczyslaw Sadziak,481858195,P49,P,49,P"
"Filip Kimmel,481841961,,,,"
"Walery Cap,481841483,,,,"
"Emilian Salega,481848063,,,,"
"Patryk Fejdasz,481838174,U24,U,24,U"
"Ihor Beniuk,481855919,,,,"
"Jacek Ciemcioch,481846481,H-1,H,-1,H"
"Jozef Kurdej,481821684,Q23,Q,23,Q"
"Dawid Lipigorski,481833562,,,,"
"Zygmunt Rodzik,481839870,H53,H,53,H"
"Adam Krynski,481840082,U30,U,30,U"
"Zbigniew Wozniakowski,481843693,,,,"
"Patryk Zator,481808150,U39,U,39,U"
"Florian Lutrzykowski,481838822,,,,"
"Staszek Lewandowski,481832185,U57,U,57,U"
"Patryk Kuk,481852198,,,,"
"Remigiusz Parzyszek,481835673,,,,"
"Czeslaw Podziewski,481859733,,,,"
"Witold Formaniak,481839240,,,,"
"Andrzej Baumann,481831384,,,,"
"Bogdan Mosiewicz,481843178,,,,"
"Jan Kolpak,481844345,U-1,U,-1,U"
"Zygmunt Dreger,481804859,,,,"
"Waldemar Mostowik,481797319,T29,T,29,T"
"Sergiusz Pielorz,481839538,,,,"
"Bogusz Kaszewski,481805975,Q7,Q,7,Q"
"Alojzy Buczek,481858701,,,,"
"Dobieslaw Pierz,481845559,U78,U,78,U"
"Pawel Karolewski,481858475,P21,P,21,P"
"Ryszard Swit,481845443,,,,"
"Wladyslaw Dron,481837083,,,,"
"Ariel Bzyk,481833896,,,,"
"Leslaw Krajczewski,481860408,T15,T,15,T"
"Gustaw Smogor,481836119,H22,H,22,H"
"Adam Chudzinski,481843709,T57,T,57,T"
"Idzi Majerowski,481860213,U77,U,77,U"
"Kazimierz Hapka,481860279,,,,"
"Otton Adamowski,481841466,,,,"
"Zygmunt Maruszak,481837338,U-1,U,-1,U"
"Henryk Krupczynski,481802245,,,,"
"Leopold Chwaja,481796358,,,,"
"Dzierzyslaw Dziarkowski,481841696,H3,H,3,H"
"Michal Grabka,481835861,U11,U,11,U"
"Leopold Zuk,481829153,,,,"
"Edgar Pracz,481859405,Q25,Q,25,Q"
"Damian Wejner,481798729,,,,"
"Jerzy Igalinski,481813821,Q-1,Q,-1,Q"
"Wladyslaw Gidaszewski,481798496,Q25,Q,25,Q"
"Gabriel Radziminski,481839646,U57,U,57,U"
"Leopold Zuk,481829153,,,,"
"Dominik Rydz,481836073,,,,"
"Karol Krzus,481846864,T3,T,3,T"
"Maciej Bargielski,481808834,,,,"
"Roman Boduszek,481836492,P1,P,1,P"
"Benedykt Przybysz,481852710,T-1,T,-1,T"
"Karol Olech,481791032,,,,"
"Slawomir Czubek,481839885,,,,"
"Myslibor Taraszkiewicz,481790585,H1,H,1,H"
"Karol Gontarski,481807437,U-1,U,-1,U"
"Henryk Garbarczyk,481840977,,,,"
"Andrzej Gazarkiewicz,481858773,U0,U,0,U"
"Pawel Kurylo,481838044,P88,P,88,P"
"Grzegorz Sobiegraj,481839186,,,,"
"Lucjan Topolak,481845184,Q34,Q,34,Q"
"Bogdan Trudnos,481798654,,,,"
"Walery Wajszczak,481843890,T1,T,1,T"
"Jan Macutkiewicz,481843048,H49,H,49,H"
"Stanislaw Sobas,481836357,,,,"
"Arkadiusz Barylski,481837005,,,,"
"Idzislaw Skucha,481821427,,,,"
"Bartosz Zakoscielny,481846915,,,,"
"Wilhelm Swinoga,481837763,U1,U,1,U"
"Alfred Brychcy,481797004,,,,"
"Tomasz Kubic,481835672,Q25,Q,25,Q"
"Przemyslaw Kulmaczewski,481832456,T1,T,1,T"
"Filip Pikulik,481836781,,,,"
"Zdzislaw Koska,481854130,P0,P,0,P"
"Jan Jedryka,481822772,T32,T,32,T"
"Damian Warych,481830473,U1,U,1,U"
"Wlodzimierz Wdowik,481834191,,,,"
"Marek Szmuda,481837882,,,,"
"Sebastian Bukowiecki,481804051,T35,T,35,T"
"Franciszek Kluba,481790092,H92,H,92,H"
"Tomasz Sadura,481793079,,,,"
"Zbigniew Bil,481822595,,,,"
"Albert Biedacha,481836349,,,,"
"Boguslaw Kalisz,481827907,,,,"
"Dawid Goszczynski,481801449,,,,"
"Jakub Pytka,481837891,H123,H,123,H"
"Czeslaw Malcher,481804809,H123,H,123,H"
"Piotrek Stasicki,481859113,U35,U,35,U"
"Krystyn Anzel,481837628,,,,"
"Maciej Bogdziewicz,481840025,H50,H,50,H"
"Robert Chechelski,481838890,,,,"
"Antoni Chruscinski,481838729,P120,P,120,P"
"Blazej Jurgielewicz,481832625,Q64,Q,64,Q"
"Rafal Zaremba,481837966,,,,"
"Anton Fedoriv,481850551,Q38,Q,38,Q"
"Dominik Gawryszczak,481819437,,,,"
"Slawomir Grzejszczak,481858674,Q-1,Q,-1,Q"
"Piotr Fabiniak,481837622,,,,"
"Jan Medynski,481840595,Q21,Q,21,Q"
"Konrad Janiak,481841973,T-1,T,-1,T"
"Stanislaw Chrupek,481803553,,,,"
"Radoslaw Ofiara,481837544,U1,U,1,U"
"Beniamin Fatyga,481791081,H21,H,21,H"
"Maciek Wisniowski,481830986,,,,"
"Pafnucy Trybowski,481842975,,,,"
"Aleks Bernady,481852881,,,,"
"Marek Wierzowiecki,481831147,,,,"
"Gawel Straus,481841546,,,,"
"Sylwester Troscianko,481860492,,,,"
"Edmund Kurtyka,481850350,Q-1,Q,-1,Q"
"Remigiusz Graj,481853087,T39,T,39,T"
"Tomasz Chybinski,481849773,,,,"
"Adam Lyczko,481835517,,,,"
"Henryk Jaruga,481841795,,,,"
"Beniamin Bytniewski,481818084,U102,U,102,U"
"Rafal Rodakowski,481837082,,,,"
"Michal Nawrocki,481837623,,,,"
"Ryszard Kokowski,481853303,H0,H,0,H"
"Damian Hauska,481837027,H-1,H,-1,H"
"Witold Toczyski,481797043,,,,"
"Mieczyslaw Iwanejko,481836801,Q78,Q,78,Q"
"Sebastian Kalinka,481842132,U4,U,4,U"
"Szymon Kuchna,481850292,,,,"
"Robert Balawender,481842987,,,,"
"Konstanty Marcysiak,481790522,,,,"
"Przemyslaw Matysiak,481832404,T1,T,1,T"
"Ireneusz Michalowicz,481835963,U81,U,81,U"
"Chrystian Mlodzieniak,481805344,,,,"
"Herbert Szlapak,481795169,,,,"
"Damian Cichosz,481857912,U1,U,1,U"
"Jacek Watroba,481827908,,,,"
"Karol Jasica,481845028,,,,"
"Patryk Kierzak,481841077,H24,H,24,H"
"Adrian Geca,481844374,,,,"
"Slawomir Gietkowski,481841340,,,,"
"Jakub Wieczorkiewicz,481841764,Q-1,Q,-1,Q"
"Rafal Lasik,481848182,,,,"
"Waldemar Orlikowski,481821663,T20,T,20,T"
"Bronislaw Roszczenko,481839110,U6,U,6,U"
"Przemyslaw Wyrwal,481840406,U0,U,0,U"
"Lukasz Gorz,481852921,T1,T,1,T"
"Krzysztof Sokolowski,481831456,,,,"
"Maksymilian Bialo,481841127,,,,"
"Tomasz Szalapski,481835589,P9,P,9,P"
"Edward Parylak,481839957,P53,P,53,P"
"Zenon Then,481837078,H50,H,50,H"
"Leon Rajkowski,481815780,H48,H,48,H"
"Sebastian Siminski,481791074,T1,T,1,T"
"Kamil Litwicki,481830431,,,,"
"Dawid Bunio,481841834,U1,U,1,U"
"Leslaw Firlit,481858251,P56,P,56,P"
"Dobrogniew Koziatek,481800027,H97,H,97,H"
"Lukasz Skorupinski,481788544,H-1,H,-1,H"
"Rafal Chmiel,481798544,Q18,Q,18,Q"
"Mariusz Pozarlik,481859183,U18,U,18,U"
"Wladyslaw Skawinski,481838401,Q102,Q,102,Q"
"Wlodek Wasowicz,481848709,,,,"
"Dominik Bajor,481832912,P81,P,81,P"
"Wladyslaw Malewicz,481837615,,,,"
"Norbert Mienko,481849905,H-1,H,-1,H"
"Roman Balawejder,481839028,Q-1,Q,-1,Q"
"Arkadiusz Winniczuk,481805567,Q57,Q,57,Q"
"Adrian Chrabonszczewski,481808454,Q1,Q,1,Q"
"Wojciech Opolski,481835923,,,,"
"Marcin Kacprzycki,481828245,,,,"
"Przemyslaw Tatara,481845438,,,,"
"Henryk Derlaga,481792943,,,,"
"Cezary Mitros,481796357,U11,U,11,U"
"Wieslaw Kotyrba,481838852,,,,"
"Witold Pietraszewski,481839532,H1,H,1,H"
"Anzelm Witak,481838869,,,,"
"Stanislaw Klarzynski,481797967,T4,T,4,T"
"Andrzej Ogorzaly,481840344,,,,"
"Edmund Szado,481838002,T106,T,106,T"
"Leopold Branczak,481858699,,,,"
"Bartosz Dunajko,481813012,P7,P,7,P"
"Seweryn Owsiana,481854417,,,,"
"Miroslaw Kowaluk,481844737,P-1,P,-1,P"
"Waldemar Profaska,481819846,,,,"
"Cezary Palubski,481846246,U5,U,5,U"
"Feliks Wiatrek,481843292,Q15,Q,15,Q"
"Szymon Ksiezyc,481838614,U53,U,53,U"
"Achacy Hanak,481841561,,,,"
"Kazimierz Hossa,481848579,,,,"
"Lukasz Arasim,481832903,U53,U,53,U"
"Krzysztof Kopaczynski,481852718,P1,P,1,P"
"Ulf Blanchard,481849589,U-1,U,-1,U"
"Aleks Szpecht,481842190,,,,"
"Artur Trochimiak,481839476,P40,P,40,P"
"Alojzy Rajski,481841592,,,,"
"Edward Balwierz,481840331,,,,"
"Zenon Cybuch,481841513,U1,U,1,U"
"Krzysztof Piorek,481844281,,,,"
"Justyn Skierczynski,481840117,Q1,Q,1,Q"
"Zygmunt Adamowicz,481847048,T15,T,15,T"
"Wladyslaw Huk,481842654,Q4,Q,4,Q"
"Wilhelm Skrok,481839830,H29,H,29,H"
"Wladyslaw Kaczan,481832507,U46,U,46,U"
"Cezary Milecki,481838269,H4,H,4,H"
"Daniel Czachor,481837160,U-1,U,-1,U"
"Wlodzimierz Chwalik,481848393,P39,P,39,P"
"Maciej Serafinowski,481845300,P25,P,25,P"
"Miroslaw Karaszewski,481837197,,,,"
"Andrzej Jalowy,481837621,P1,P,1,P"
"Andrzej Cichaczewski,481840179,H-1,H,-1,H"
"Remigiusz Kisza,481791070,,,,"
"Grzegorz Czarnecki,481836713,U-1,U,-1,U"
"Boleslaw Gurbin,481840693,U4,U,4,U"
"Ryszard Skokan,481845069,,,,"
"Stefan Lato,481841563,U36,U,36,U"
"Lech Zygadlo,481857469,H4,H,4,H"
"Emil Madzinski,481848633,,,,"
"Vasyl Meteliuk,481857879,T-1,T,-1,T"
"Mariusz Gagol,481848318,U1,U,1,U"
"Michal Koska,481847536,U14,U,14,U"
"Amadeusz Lenart,481852884,Q0,Q,0,Q"
"Konrad Abramek,481835677,P1,P,1,P"
"Jarek Kocanek,481832594,T22,T,22,T"
"Maciej Slupek,481837679,,,,"
"Witold Pawlak,481857630,,,,"
"Darek Szerefen,481846472,,,,"
"Marek Fabianowski,481802254,,,,"
"Jacek Pacek,481798626,,,,"
"Henryk Smoczynski,481833426,P1,P,1,P"
"Serhii Zabranskyi,481848053,,,,"
"Patryk Kopczewski,481840288,Q36,Q,36,Q"
"Alojzy Wysinski,481838957,,,,"
"Maksymilian Bolda,481841373,H-1,H,-1,H"
"Darek Pieniazek,481829914,,,,"
"Jan Lont,481841609,H1,H,1,H"
"Stanislaw Ketler,481803196,H6,H,6,H"
"Tomasz Kropornicki,481836946,T-1,T,-1,T"
"Marian Kapiszka,481841965,T53,T,53,T"
"Kuba Mitkiewicz,481850390,,,,"
"Jozef Jaroch,481849588,,,,"
"Andrzej Madrzyk,481841846,Q22,Q,22,Q"
"Rudolf Blach,481852070,H0,H,0,H"
"Jakub Naczas,481839536,P-1,P,-1,P"
"Tomasz Pikor,481843103,H-1,H,-1,H"
"Herman Felczak,481823947,H2,H,2,H"
"Bastian Teegen,481853031,,,,"
"Filip Bassa,481842355,,,,"
"Igor Wandzel,481841485,U-1,U,-1,U"
"Daniel Kosciow,481838063,,,,"
"Marcel Falenta,481840022,,,,"
"Jozef Zygadlo,481840609,,,,"
"Lucjan Kosmider,481851721,R11,R,11,R"
"Rafal Plaszczymaka,481798778,T19,T,19,T"
"Tomasz Kessler,481841205,,,,"
"Jedrzej Szalacha,481839466,Q-1,Q,-1,Q"
"Leonard Zmiejko,481852684,H21,H,21,H"
"Boguslaw Plinski,481830346,Q93,Q,93,Q"
"Jakub Cwieczek,481836421,T18,T,18,T"
"Grzegorz Kacprzak,481839914,,,,"
"Radoslaw Andrysiewicz,481845616,T-1,T,-1,T"
"Patryk Brygala,481851197,P49,P,49,P"
"Igor Noskowski,481843043,P1,P,1,P"
"Kazimierz Was,481792278,,,,"
"Bartlomiej Prusak,481851443,T4,T,4,T"
"Dominik Franciszkowski,481859320,H29,H,29,H"
"Jedrzej Gawrys,481830755,,,,"
"Patryk Stepak,481840587,,,,"
"Marcin Witas,481851166,Q-1,Q,-1,Q"
"Wlodzimierz Widenka,481843112,T1,T,1,T"
"Jozef Szmagaj,481832480,U1,U,1,U"
"Robert Glebocki,481837722,,,,"
"Adrian Smoczynski,481837345,H-1,H,-1,H"
"Jozef Zmora,481854913,,,,"
"Mieszko Danych,481840220,P-1,P,-1,P"
"Jaroslaw Biniewicz,481832844,,,,"
"Mariusz Kaczorek,481843636,,,,"
"Wlodzimierz Pop,481849627,,,,"
"Radoslaw Pastula,481844510,,,,"
"Jedrzej Golik,481857777,H14,H,14,H"
"Waldemar Sterkowiec,481840260,Q11,Q,11,Q"
"Ryszard Odelga,481855801,,,,"
"Waldemar Rymko,481838098,,,,"
"Eustachy Kisly,481841234,,,,"
"Remigiusz Denkowski,481844459,H59,H,59,H"
"Mscigniew Grzadka,481841595,P11,P,11,P"
"Bogdan Przylucki,481837445,Q16,Q,16,Q"
"Piotr Sliwicki,481859080,H45,H,45,H"
"Leon Hetnar,481837132,U11,U,11,U"
"Jan Grynia,481843687,P71,P,71,P"
"Waclaw Walerczyk,481858499,P-1,P,-1,P"
"Miroslaw Lyszcz,481904732,U,U,,U"
"Wiktor Sadlos,481879782,Q,Q,,Q"
"Artur Szalski,481876698,,,,"
"Piotr Waniczek,481863854,,,,"
"Dominik Majek,481880626,,,,"
"Klaudiusz Markovic,481884201,H,H,,H"
"Jacek Pelszynski,481885503,Q169,Q,169,Q"
