"player,since,id,body,face,eyes,mouth,nose,hair,gentleness,aggressiveness,honesty,leadership"
"Wojciech Warzynski,3,478233669,bd11,f4,e34c,m24c,n3,h1,sympatyczny,zrównoważony,nieuczciwy,zadowalający"
"Demetrius Redzinski,1,478259390,bd9,f1,e22c,m13c,n23,h5,sympatyczny,zrównoważony,nieuczciwy,kiepski"
"Sebastian Falenski,1,478271808,bd2,f9,e36c,m16c,n31,h4,przyjemny,porywczy,uczciwy,nędzny"
"Marcin Kaniecki,1,478266055,bd8,f7,e36c,m39c,n36,h8,sympatyczny,zrównoważony,prawy,słaby"
"Wiktor Klodowski,1,478274244,bd12,f2,e18a,m25a,n29,h15,złośliwy,opanowany,nieuczciwy,kiepski"
"Jerzy Strama,0,478279346,bd5,f2,e7c,m2c,n31,h2,sympatyczny,z charakterem,uczciwy,przeciętny"
"Jakub Koguciak,1,478258846,bd8,f8,e25c,m24c,n24,h4,sympatyczny,z charakterem,prawy,zadowalający"
"Wladyslaw Witusik,1,478264540,bd11,f7,e28c,m14c,n40,h8,przyjemny,opanowany,nieuczciwy,zadowalający"
"Karol Marczykiewicz,2,478246257,bd3,f4,e13a,m3a,n19,h1,złośliwy,opanowany,prawy,słaby"
"Maksym Hoszowski,1,478275178,bd2,f9,e10c,m16c,n28,h6,sympatyczny,zrównoważony,nieuczciwy,fatalny"
"Andrzej Lapkiewicz,1,478263276,bd6,f7,e30c,m38c,n35,h1,sympatyczny,z charakterem,prawy,fatalny"
"Krzysztof Pokutycki,3,478231634,bd3,f9,e10c,m33c,n35,h7,sympatyczny,zrównoważony,uczciwy,słaby"
"Gabriel Dosz,1,478269520,bd3,f5,e7c,m9c,n23,h8,sympatyczny,opanowany,nieuczciwy,nędzny"
"Maciej Polaczyk,3,478234307,bd6,f9,e10c,m13c,n24,h10,przyjemny,z charakterem,prawy,zadowalający"
"Rudolf Rokossowski,0,478278620,bd11,f1,e15c,m3c,n21,h12,przyjemny,zrównoważony,prawy,kiepski"
"Mieczyslaw Wysopal,1,478263209,bd1,f1,e4b,m21b,n3,h5,kontrowersyjny,spokojny,uczciwy,słaby"
"Miroslaw Daszkiewicz,1,478262896,bd5,f9,e35b,m2b,n10,h15,kontrowersyjny,zrównoważony,uczciwy,słaby"
"Remigiusz Koneczna,3,478230311,bd2,f9,e31c,m13c,n20,h3,przyjemny,z charakterem,prawy,przeciętny"
"Piotr Raczkiewicz,1,478263790,bd6,f4,e10c,m13c,n15,h1,sympatyczny,zrównoważony,podły,przeciętny"
"Kazimierz Zdral,1,478266176,bd8,f5,e13c,m11c,n28,h3,przyjemny,z charakterem,uczciwy,przeciętny"
"Mateusz Matis,1,478270049,bd5,f5,e35c,m2c,n31,h11,sympatyczny,spokojny,uczciwy,słaby"
"Adrian Tymek,1,478266591,bd5,f1,e7c,m17c,n6,h14,sympatyczny,porywczy,nieuczciwy,solidny"
"Walter Goch,1,478261991,bd7,f2,e21a,m13a,n35,h3,złośliwy,zrównoważony,nieuczciwy,zadowalający"
"Jozef Choroszewski,1,478275686,bd9,f7,e22c,m13c,n36,h1,sympatyczny,zrównoważony,uczciwy,przeciętny"
"Walenty Dziuban,3,478234887,bd12,f2,e6b,m28b,n7,h5,kontrowersyjny,zrównoważony,uczciwy,słaby"
"Emilian Sasin,1,478260968,bd3,f2,e2c,m36c,n13,h8,sympatyczny,opanowany,uczciwy,nędzny"
"Marek Pocwiardowski,1,478265061,bd3,f3,e34c,m19c,n28,h11,sympatyczny,opanowany,uczciwy,zadowalający"
"Zdzislaw Koperniak,1,478259661,bd10,f3,e4b,m2b,n12,h4,kontrowersyjny,opanowany,nieuczciwy,słaby"
"Juliusz Konkiewicz,0,478278720,bd6,f1,e14c,m30c,n3,h4,przyjemny,zrównoważony,uczciwy,przeciętny"
"Igor Biraga,1,478261618,bd10,f9,e29c,m33c,n20,h14,przyjemny,opanowany,prawy,fatalny"
"Robert Warda,1,478272279,bd7,f8,e27b,m21b,n13,h12,kontrowersyjny,zrównoważony,uczciwy,kiepski"
"Stefan Sierpinski,1,478262832,bd3,f3,e28c,m2c,n11,h7,sympatyczny,opanowany,nieuczciwy,nędzny"
"Teodor Domaszczynski,1,478259668,bd8,f3,e26c,m9c,n11,h14,przyjemny,spokojny,nieuczciwy,nędzny"
"Zbigniew Gulczynski,1,478259446,bd11,f7,e10c,m32c,n33,h8,przyjemny,zrównoważony,uczciwy,zadowalający"
"Krzysztof Drzymala,0,478278676,bd2,f6,e14c,m31c,n22,h1,popularny,spokojny,uczciwy,słaby"
"Miroslaw Kasprowicz,1,478269512,bd10,f6,e27c,m15c,n34,h12,przyjemny,opanowany,nieuczciwy,słaby"
"Dominik Pilas,1,478261871,bd11,f4,e30c,m16c,n36,h10,popularny,zrównoważony,uczciwy,przeciętny"
"Przemyslaw Ciemerych,1,478258888,bd8,f4,e29b,m35b,n27,h10,kontrowersyjny,zrównoważony,prawy,zadowalający"
"Blazej Dumania,0,478278693,bd6,f3,e5c,m11c,n25,h12,przyjemny,porywczy,uczciwy,kiepski"
"Edward Cegiela,1,478269484,bd11,f9,e35c,m3c,n20,h13,przyjemny,zrównoważony,prawy,przeciętny"
"Dawid Podlinski,1,478267641,bd12,f3,e29c,m7c,n21,h14,przyjemny,spokojny,uczciwy,słaby"
"Szymon Tumasz,1,478262691,bd5,f4,e10c,m7c,n21,h1,sympatyczny,zrównoważony,nieuczciwy,fatalny"
"Pavlo Petrovskyi,3,478230606,bd8,f8,e17c,m8c,n24,h14,sympatyczny,spokojny,uczciwy,fatalny"
"Albin Kielbasa,4,478226009,bd9,f2,e17c,m2c,n29,h10,przyjemny,z charakterem,uczciwy,kiepski"
"Teodor Kusztal,3,478229517,bd4,f1,e8b,m4b,n22,h1,kontrowersyjny,opanowany,prawy,słaby"
"Maciej Guzal,2,478256177,bd5,f4,e32b,m10b,n20,h1,kontrowersyjny,zrównoważony,uczciwy,słaby"
"Waldemar Uzarski,1,478264020,bd9,f3,e4c,m14c,n10,h4,popularny,opanowany,nieuczciwy,nędzny"
"Janislaw Sierocinski,3,478228163,bd12,f9,e24b,m27b,n12,h3,kontrowersyjny,z charakterem,uczciwy,zadowalający"
"Marcin Zawisza,2,478248753,bd6,f9,e36c,m8c,n11,h10,przyjemny,opanowany,uczciwy,słaby"
"Goslaw Trzpis,2,478249738,bd3,f3,e13c,m7c,n21,h3,sympatyczny,opanowany,uczciwy,przeciętny"
"Sebastian Badon,2,478243505,bd10,f3,e4b,m19b,n17,h13,kontrowersyjny,spokojny,uczciwy,zadowalający"
"Boleslaw Arczewski,1,478274447,bd3,f6,e24a,m14a,n20,h1,złośliwy,zrównoważony,prawy,nędzny"
"Kajetan Serweta,3,478229862,bd7,f4,e12c,m32c,n11,h0,przyjemny,zrównoważony,uczciwy,kiepski"
"Bronislaw Stezycki,1,478261561,bd3,f5,e3b,m27b,n9,h6,kontrowersyjny,z charakterem,nieuczciwy,kiepski"
"Dominik Kierzkowski,2,478237491,bd7,f9,e29c,m16c,n12,h4,popularny,zrównoważony,prawy,kiepski"
"Ireneusz Wodarczyk,0,478278000,bd11,f7,e29c,m35c,n33,h3,sympatyczny,zrównoważony,uczciwy,zadowalający"
"Gustaw Dymarski,3,478236102,bd3,f2,e7c,m27c,n24,h0,przyjemny,zrównoważony,podły,słaby"
"Hubert Owsiana,3,478234352,bd2,f1,e14c,m20c,n7,h12,sympatyczny,opanowany,uczciwy,solidny"
"Stefan Tarasewicz,1,478260341,bd3,f8,e35b,m21b,n13,h3,kontrowersyjny,z charakterem,prawy,przeciętny"
"Zdzislaw Pszczolka,4,478225260,bd6,f5,e34c,m7c,n26,h1,przyjemny,spokojny,uczciwy,zadowalający"
"Witold Fialkowski,1,478274687,bd10,f5,e25c,m33c,n19,h15,sympatyczny,zrównoważony,prawy,słaby"
"Karol Manczak,1,478262496,bd2,f3,e29c,m8c,n20,h6,sympatyczny,opanowany,prawy,przeciętny"
"Jakub Dolzycki,1,478267214,bd12,f9,e29c,m23c,n10,h10,przyjemny,opanowany,uczciwy,słaby"
"Wlodzimierz Koziolek,1,478260575,bd2,f2,e11c,m28c,n9,h4,przyjemny,opanowany,nieuczciwy,słaby"
"Franciszek Rosiewicz,1,478272999,bd8,f2,e8c,m31c,n10,h9,przyjemny,z charakterem,prawy,słaby"
"Florian Plawiak,1,478275188,bd3,f2,e17c,m9c,n19,h2,popularny,zrównoważony,prawy,przeciętny"
"Fryderyk Radczuk,2,478257285,bd2,f7,e30c,m34c,n37,h6,przyjemny,opanowany,prawy,słaby"
"Dariusz Siudek,1,478266663,bd3,f2,e28b,m17b,n9,h13,kontrowersyjny,opanowany,nieuczciwy,nędzny"
"Yelizar Starukhin,1,478275523,bd6,f5,e23c,m36c,n4,h5,popularny,opanowany,nieuczciwy,kiepski"
"Pawel Bialo,1,478264220,bd6,f2,e12b,m35b,n28,h0,kontrowersyjny,z charakterem,uczciwy,kiepski"
"Marcin Tomaszewski,1,478261890,bd5,f3,e25a,m28a,n35,h14,złośliwy,zrównoważony,prawy,zadowalający"
"Czeslaw Karelus,1,478269676,bd1,f3,e22c,m15c,n27,h6,przyjemny,zrównoważony,prawy,przeciętny"
"Andrzej Lagodzinski,0,478280283,bd5,f7,e26c,m39c,n33,h13,przyjemny,z charakterem,nieuczciwy,nędzny"
"Jakub Chrabaszcz,1,478275134,bd8,f8,e29c,m32c,n11,h5,przyjemny,z charakterem,uczciwy,słaby"
"Gaudenty Zielak,0,478278956,bd1,f5,e31c,m28c,n15,h13,przyjemny,z charakterem,uczciwy,słaby"
"Kajetan Lutrzykowski,1,478259795,bd8,f6,e30b,m22b,n14,h8,kontrowersyjny,z charakterem,prawy,słaby"
"Mariusz Potok,1,478267818,bd3,f8,e21c,m30c,n20,h9,sympatyczny,zrównoważony,nieuczciwy,zadowalający"
"Artem Khitsko,1,478267220,bd5,f6,e14c,m15c,n30,h5,popularny,opanowany,uczciwy,słaby"
"Dominik Budnikowski,1,478273873,bd12,f6,e15c,m29c,n5,h4,przyjemny,spokojny,podły,kiepski"
"Walery Mrozowski,1,478267836,bd8,f9,e29c,m16c,n11,h14,przyjemny,zrównoważony,uczciwy,kiepski"
"Wlodzimierz Kolyszko,1,478266305,bd4,f1,e3a,m39a,n2,h0,złośliwy,zrównoważony,nieuczciwy,przeciętny"
"Ambrozy Gazdzicki,1,478267865,bd1,f7,e16b,m30b,n36,h5,kontrowersyjny,z charakterem,uczciwy,przeciętny"
"Jan Prochacki,1,478266983,bd11,f4,e31c,m27c,n19,h2,przyjemny,opanowany,uczciwy,przeciętny"
"Igor Koluch,1,478263212,bd4,f4,e13c,m2c,n17,h10,przyjemny,zrównoważony,prawy,fatalny"
"Eustachy Gumowski,1,478261977,bd8,f6,e29c,m15c,n6,h5,przyjemny,zrównoważony,uczciwy,przeciętny"
"Adrian Dzieza,1,478261578,bd11,f5,e22b,m7b,n4,h1,kontrowersyjny,z charakterem,nieuczciwy,nędzny"
"Feliks Obral,1,478260765,bd10,f6,e9c,m22c,n34,h9,przyjemny,opanowany,prawy,słaby"
"Marcin Filbrandt,3,478230299,bd2,f4,e3c,m28c,n29,h2,przyjemny,z charakterem,nieuczciwy,przeciętny"
"Karol Wittek,2,478256899,bd12,f5,e26a,m27a,n9,h12,złośliwy,opanowany,uczciwy,przeciętny"
"Ferdynand Kuna,1,478261619,bd3,f1,e23c,m3c,n19,h13,przyjemny,opanowany,prawy,fatalny"
"Miroslaw Osiak,1,478263034,bd8,f8,e17c,m22c,n24,h5,przyjemny,zrównoważony,prawy,przeciętny"
"Marcin Kaminski,1,478266332,bd4,f6,e3a,m14a,n11,h14,złośliwy,opanowany,uczciwy,solidny"
"Marek Wyrwal,3,478230761,bd9,f5,e23c,m33c,n10,h10,przyjemny,zrównoważony,prawy,kiepski"
"Budzislaw Wasik,0,478276570,bd6,f9,e35c,m14c,n32,h15,sympatyczny,opanowany,uczciwy,słaby"
"Witoslaw Rycerz,1,478266177,bd8,f1,e26b,m30b,n17,h13,kontrowersyjny,porywczy,uczciwy,solidny"
"Ryszard Baluch,0,478278794,bd8,f1,e10c,m2c,n16,h4,przyjemny,zrównoważony,szlachetny,solidny"
"Zdzislaw Dziopa,3,478229086,bd11,f6,e23c,m4c,n34,h12,przyjemny,porywczy,prawy,słaby"
"Jarek Graszek,1,478266042,bd1,f2,e22c,m3c,n23,h12,popularny,z charakterem,nieuczciwy,słaby"
"Wiktor Kulinski,1,478264338,bd2,f1,e21c,m16c,n22,h12,popularny,zrównoważony,uczciwy,słaby"
"Jan Gallas,3,478227619,bd3,f9,e33c,m8c,n13,h13,przyjemny,zrównoważony,nieuczciwy,nędzny"
"Szymon Sukiennik,3,478237111,bd12,f8,e17c,m31c,n25,h1,przyjemny,zrównoważony,nieuczciwy,nędzny"
"Marek Hinca,2,478247183,bd5,f5,e26c,m7c,n29,h10,przyjemny,opanowany,nieuczciwy,słaby"
"Henryk Niebrzydowski,3,478231429,bd10,f5,e34c,m21c,n28,h10,przyjemny,zrównoważony,uczciwy,nędzny"
"Wojciech Prindisz,1,478274853,bd11,f2,e10c,m26c,n19,h12,przyjemny,porywczy,uczciwy,przeciętny"
"Zbigniew Grobelna,1,478274674,bd7,f7,e16a,m39a,n28,h1,złośliwy,opanowany,uczciwy,słaby"
"Wojmir Szczepankowski,1,478266206,bd12,f8,e17b,m6b,n24,h14,kontrowersyjny,porywczy,nieuczciwy,słaby"
"Mieczyslaw Dunajko,1,478262667,bd12,f1,e8b,m7b,n23,h5,kontrowersyjny,zrównoważony,nieuczciwy,przeciętny"
"Grzegorz Purczynski,1,478258734,bd3,f5,e33c,m14c,n13,h14,sympatyczny,spokojny,prawy,zadowalający"
"Anton Kopiika,3,478230157,bd3,f5,e36c,m11c,n23,h1,przyjemny,zrównoważony,podły,fatalny"
"Wiktor Staszak,0,478280496,bd9,f1,e10c,m14c,n3,h6,sympatyczny,spokojny,prawy,nędzny"
"Rafal Fryzowicz,1,478259586,bd7,f8,e17c,m2c,n23,h5,sympatyczny,z charakterem,prawy,przeciętny"
"Stanislaw Dworski,1,478266470,bd6,f5,e29c,m27c,n19,h14,popularny,spokojny,prawy,kiepski"
"Kamil Przystasz,1,478260010,bd12,f4,e32c,m5c,n35,h3,przyjemny,zrównoważony,nieuczciwy,przeciętny"
"Klaudiusz Kordalewski,0,478276383,bd2,f4,e24c,m36c,n18,h6,sympatyczny,z charakterem,prawy,nędzny"
"Tomasz Szczepocki,1,478265401,bd8,f4,e21c,m13c,n13,h4,popularny,z charakterem,nieuczciwy,kiepski"
"Kacper Wadas,0,478276718,bd12,f9,e33b,m16b,n32,h2,kontrowersyjny,porywczy,uczciwy,nędzny"
"Julian Pawluczuk,1,478261502,bd9,f6,e12b,m31b,n12,h14,kontrowersyjny,porywczy,prawy,słaby"
"Andrzej Szynkaruk,3,478230709,bd10,f1,e16c,m18c,n2,h5,popularny,opanowany,nieuczciwy,słaby"
"Jan Jedrasik,2,478252730,bd4,f8,e12b,m4b,n11,h2,kontrowersyjny,zrównoważony,uczciwy,kiepski"
"Edwin Kozimor,1,478271809,bd1,f4,e26c,m12c,n24,h1,popularny,zrównoważony,uczciwy,słaby"
"Remigiusz Franiak,1,478262852,bd7,f8,e9c,m5c,n31,h10,przyjemny,opanowany,nieuczciwy,słaby"
"Ferdynand Matak,1,478263286,bd3,f9,e30c,m5c,n16,h0,przyjemny,zrównoważony,nieuczciwy,przeciętny"
"Krzysztof Metelski,1,478270876,bd7,f7,e24c,m14c,n36,h12,sympatyczny,porywczy,szlachetny,słaby"
"Patryk Lydka,1,478266071,bd8,f2,e10c,m31c,n28,h0,przyjemny,zrównoważony,szlachetny,kiepski"
"Miroslaw Cynkier,1,478273649,bd12,f1,e18c,m36c,n18,h0,sympatyczny,zrównoważony,prawy,zadowalający"
"Arkadiusz Gulczynski,1,478264986,bd4,f9,e30c,m16c,n20,h15,przyjemny,opanowany,szlachetny,słaby"
"Zenobiusz Mokrzycki,1,478259484,bd11,f1,e3c,m21c,n22,h13,przyjemny,opanowany,nieuczciwy,przeciętny"
"Jaroslaw Grzywiela,1,478268724,bd8,f9,e29c,m30c,n26,h1,przyjemny,z charakterem,prawy,przeciętny"
"Czeslaw Zuranski,0,478279161,bd11,f3,e34c,m36c,n31,h1,sympatyczny,opanowany,uczciwy,kiepski"
"Sobieslaw Cibis,0,478280364,bd10,f3,e25c,m34c,n10,h1,popularny,porywczy,nieuczciwy,solidny"
"Florian Maciejski,1,478267456,bd9,f8,e3c,m16c,n28,h4,sympatyczny,z charakterem,prawy,przeciętny"
"Boguchwal Ceglarski,0,478278665,bd2,f4,e10c,m6c,n22,h6,przyjemny,z charakterem,nieuczciwy,zadowalający"
"Arnold Fajdek,1,478262577,bd1,f8,e25c,m8c,n19,h3,przyjemny,zrównoważony,prawy,przeciętny"
"Edmund Plis,0,478279094,bd5,f4,e34c,m23c,n3,h2,sympatyczny,opanowany,uczciwy,kiepski"
"Piotr Motyl,1,478264092,bd10,f3,e5c,m2c,n9,h10,sympatyczny,opanowany,nieuczciwy,kiepski"
"Marek Tur,2,478239753,bd11,f4,e29a,m35a,n24,h10,złośliwy,opanowany,uczciwy,kiepski"
"Fryderyk Bartkow,1,478261172,bd8,f1,e6c,m24c,n6,h6,przyjemny,z charakterem,prawy,słaby"
"Tadeusz Pabiszczak,1,478263224,bd8,f7,e35a,m13c,n40,h5,kontrowersyjny,spokojny,podły,słaby"
"Pawel Zdankiewicz,3,478229227,bd3,f1,e27c,m39c,n1,h8,przyjemny,opanowany,uczciwy,przeciętny"
"Gustaw Wodkowski,1,478268571,bd9,f2,e7b,m14b,n35,h10,kontrowersyjny,opanowany,prawy,zadowalający"
"Pawel Pochron,3,478234624,bd11,f6,e9a,m31a,n5,h12,złośliwy,z charakterem,nieuczciwy,słaby"
"Przemyslaw Kosinski,1,478269990,bd5,f6,e34c,m32c,n12,h1,sympatyczny,z charakterem,prawy,słaby"
"Oleksandr Bohomol,1,478263745,bd1,f5,e10c,m30c,n14,h8,sympatyczny,zrównoważony,nieuczciwy,przeciętny"
"Lech Tetiorka,1,478268240,bd11,f7,e27c,m33c,n37,h9,przyjemny,zrównoważony,nieuczciwy,kiepski"
"Arkadiusz Czerkawski,3,478235478,bd7,f8,e8c,m7c,n14,h5,sympatyczny,z charakterem,prawy,przeciętny"
"Kamil Flakus,1,478267723,bd5,f6,e29c,m38c,n4,h1,sympatyczny,zrównoważony,nieuczciwy,fatalny"
"Rafal Macniak,4,478226660,bd10,f3,e34a,m2a,n23,h5,złośliwy,z charakterem,nieuczciwy,nędzny"
"Zenon Chwalczuk,1,478271758,bd4,f3,e26c,m24c,n10,h8,przyjemny,zrównoważony,nieuczciwy,nędzny"
"Marek Stepkowski,1,478264217,bd6,f3,e5c,m3c,n10,h0,popularny,opanowany,prawy,zadowalający"
"Klaudiusz Flakowski,1,478265791,bd6,f6,e8a,m27a,n4,h8,złośliwy,z charakterem,prawy,fatalny"
"Bartosz Poddebniak,1,478262629,bd5,f9,e31c,m8c,n13,h3,przyjemny,spokojny,uczciwy,słaby"
"Piotr Lipowczan,1,478262987,bd5,f2,e21c,m13c,n18,h2,przyjemny,z charakterem,prawy,słaby"
"Adam Wojtylak,0,478278705,bd5,f4,e31c,m21c,n25,h7,sympatyczny,opanowany,prawy,słaby"
"Zbigniew Lotko,1,478273763,bd10,f1,e23c,m24c,n18,h14,sympatyczny,z charakterem,uczciwy,fatalny"
"Jakub Koszyk,1,478270186,bd6,f4,e32c,m9c,n16,h2,przyjemny,porywczy,uczciwy,nędzny"
"Artur Dyrszka,1,478272979,bd8,f6,e30c,m25c,n21,h2,przyjemny,porywczy,nieuczciwy,słaby"
"Feliks Debiec,1,478275565,bd12,f4,e32c,m27c,n3,h0,sympatyczny,zrównoważony,uczciwy,słaby"
"Emil Winiarczyk,1,478266015,bd3,f1,e34c,m19c,n20,h6,przyjemny,spokojny,uczciwy,kiepski"
"Artur Chrupek,1,478259487,bd3,f1,e17c,m5c,n15,h0,sympatyczny,opanowany,nieuczciwy,przeciętny"
"Sylwester Szafoni,2,478244460,bd2,f7,e10c,m32c,n36,h4,przyjemny,porywczy,uczciwy,nędzny"
"Walery Resiak,1,478267015,bd11,f1,e18c,m3c,n14,h11,sympatyczny,zrównoważony,prawy,zadowalający"
"Ryszard Dobry,4,478226997,bd4,f3,e3c,m22c,n21,h0,przyjemny,zrównoważony,uczciwy,kiepski"
"Ryszard Masalski,3,478229230,bd9,f1,e10b,m8b,n21,h4,kontrowersyjny,zrównoważony,prawy,kiepski"
"Lech Parzyszek,1,478265340,bd8,f7,e22c,m38c,n38,h1,przyjemny,porywczy,uczciwy,słaby"
"Dariusz Sosnecki,3,478230260,bd6,f9,e36c,m14c,n9,h12,sympatyczny,z charakterem,szlachetny,przeciętny"
"Kamil Koson,0,478279565,bd11,f9,e36a,m9a,n21,h2,złośliwy,z charakterem,uczciwy,zadowalający"
"Slawomir Kluszczynski,1,478259410,bd1,f7,e12a,m34a,n32,h0,złośliwy,z charakterem,prawy,kiepski"
"Krzysztof Pipa,2,478250936,bd6,f9,e36c,m9c,n20,h6,przyjemny,z charakterem,prawy,kiepski"
"Wincenty Sudul,3,478233361,bd8,f5,e31b,m9b,n39,h11,kontrowersyjny,zrównoważony,nieuczciwy,przeciętny"
"Jerzy Baranski,1,478272281,bd2,f9,e10c,m3c,n9,h14,przyjemny,z charakterem,nieuczciwy,nędzny"
"Mateusz Makal,1,478266705,bd6,f9,e28b,m4b,n10,h1,kontrowersyjny,zrównoważony,nieuczciwy,kiepski"
"Zbigniew Mosler,1,478273833,bd3,f5,e27c,m34c,n39,h11,popularny,zrównoważony,uczciwy,nędzny"
"Ambrozy Munczyk,3,478232869,bd4,f3,e28c,m26c,n9,h15,przyjemny,zrównoważony,nieuczciwy,zadowalający"
"Marian Plebanek,1,478264183,bd10,f2,e26c,m20c,n18,h5,sympatyczny,z charakterem,prawy,zadowalający"
"Dominik Szeszula,2,478247369,bd11,f1,e21b,m14b,n24,h8,kontrowersyjny,opanowany,nieuczciwy,słaby"
"Michal Jarmuzek,0,478279331,bd11,f7,e3c,m38c,n39,h8,sympatyczny,spokojny,uczciwy,przeciętny"
"Filip Klosek,1,478267866,bd12,f6,e8c,m38c,n14,h1,przyjemny,opanowany,nieuczciwy,słaby"
"Strzezyslaw Rodek,3,478228544,bd8,f4,e12c,m5c,n18,h3,przyjemny,zrównoważony,uczciwy,nędzny"
"Zdzislaw Kargulewicz,1,478266699,bd9,f7,e10c,m13c,n36,h11,przyjemny,porywczy,prawy,zadowalający"
"Mieczyslaw Jedrychowski,1,478266016,bd3,f3,e24c,m3c,n11,h1,popularny,z charakterem,nieuczciwy,słaby"
"Boguslaw Zmuda,1,478264488,bd11,f4,e25c,m5c,n11,h10,sympatyczny,z charakterem,prawy,przeciętny"
"Grzegorz Sztymelski,1,478265306,bd3,f4,e10c,m6c,n15,h3,przyjemny,z charakterem,szlachetny,słaby"
"Pawel Wieprzkowicz,3,478234937,bd1,f4,e3c,m34c,n28,h2,przyjemny,opanowany,prawy,przeciętny"
"Maciej Pazur,2,478248997,bd2,f9,e30c,m28c,n12,h8,przyjemny,zrównoważony,uczciwy,kiepski"
"Aleksander Picheta,1,478261979,bd12,f6,e28c,m13c,n6,h2,sympatyczny,zrównoważony,szlachetny,słaby"
"Artur Ostapczuk,2,478250264,bd1,f4,e28c,m21c,n28,h2,przyjemny,zrównoważony,uczciwy,słaby"
"Tomasz Rydel,0,478280549,bd7,f9,e34c,m2c,n21,h6,popularny,opanowany,uczciwy,fatalny"
"Joachim Kolkiewicz,1,478270701,bd6,f3,e22b,m14b,n22,h9,kontrowersyjny,zrównoważony,prawy,przeciętny"
"Ryszard Wroblewicz,3,478234918,bd5,f2,e8b,m18b,n20,h3,kontrowersyjny,z charakterem,nieuczciwy,kiepski"
"Szymon Stola,0,478278755,bd7,f9,e24c,m8c,n24,h12,przyjemny,opanowany,prawy,kiepski"
"Tomasz Wrochna,0,478279116,bd11,f9,e10c,m23c,n13,h10,przyjemny,z charakterem,nieuczciwy,przeciętny"
"Oliwer Paczko,1,478274161,bd8,f3,e13b,m38b,n19,h3,kontrowersyjny,z charakterem,uczciwy,przeciętny"
"Ernest Kopciowski,1,478267984,bd7,f1,e27c,m38c,n7,h11,przyjemny,zrównoważony,uczciwy,zadowalający"
"Wilhelm Sobucki,1,478265827,bd10,f7,e23c,m31c,n28,h5,przyjemny,opanowany,szlachetny,słaby"
"Hugon Wojtczuk,1,478267127,bd9,f7,e10c,m38c,n32,h0,przyjemny,zrównoważony,uczciwy,słaby"
"Rafal Nastala,1,478259816,bd8,f7,e36c,m33c,n37,h3,przyjemny,porywczy,podły,zadowalający"
"Marek Banot,1,478266056,bd1,f1,e23c,m16c,n14,h5,popularny,zrównoważony,uczciwy,fatalny"
"Jan Gronowski,1,478265780,bd4,f5,e13a,m30a,n16,h2,złośliwy,zrównoważony,prawy,przeciętny"
"Grzegorz Zajkowski,1,478266043,bd2,f4,e26c,m6c,n18,h5,sympatyczny,zrównoważony,nieuczciwy,zadowalający"
"Fryderyk Rojkowski,1,478259761,bd4,f4,e27b,m6b,n20,h6,kontrowersyjny,z charakterem,nieuczciwy,fatalny"
"Emil Juszkiewicz,2,478244281,bd7,f5,e34c,m3c,n23,h14,przyjemny,zrównoważony,nieuczciwy,słaby"
"Przemyslaw Marcisz,1,478268676,bd5,f9,e31b,m27b,n13,h12,kontrowersyjny,opanowany,nieuczciwy,słaby"
"Marcin Szalas,1,478261748,bd3,f7,e25c,m31c,n28,h10,popularny,zrównoważony,prawy,fatalny"
"Marceli Perszewski,4,478226359,bd7,f5,e30c,m13c,n39,h2,przyjemny,spokojny,prawy,przeciętny"
"Bertram Spustek,1,478265814,bd7,f9,e30b,m33b,n24,h6,kontrowersyjny,z charakterem,uczciwy,słaby"
"Krzysztof Zbrozek,3,478232959,bd6,f7,e10b,m31b,n15,h8,kontrowersyjny,opanowany,uczciwy,kiepski"
"Jakub Trukawka,2,478238138,bd9,f1,e11c,m38c,n5,h2,przyjemny,zrównoważony,uczciwy,zadowalający"
"Przemyslaw Chajec,0,478228376,bd5,f8,e36c,m7c,n6,h2,sympatyczny,zrównoważony,uczciwy,słaby"
"Sulislaw Gawkowski,1,478265811,bd7,f1,e22a,m9a,n15,h5,złośliwy,zrównoważony,prawy,solidny"
"Bronislaw Kasprowiak,1,478225063,bd10,f3,e13b,m14b,n12,h14,kontrowersyjny,zrównoważony,nieuczciwy,kiepski"
"Beniamin Bocek,1,478267466,bd8,f5,e27c,m14c,n27,h13,przyjemny,zrównoważony,uczciwy,przeciętny"
"Dawid Nalikowski,1,478268136,bd7,f5,e36c,m14c,n4,h1,sympatyczny,spokojny,uczciwy,nędzny"
"Dawid Drobnik,1,478272012,bd6,f2,e20c,m18c,n33,h8,sympatyczny,spokojny,nieuczciwy,kiepski"
"Jakub Golebiowski,1,478268214,bd2,f3,e4c,m19c,n23,h5,sympatyczny,porywczy,nieuczciwy,przeciętny"
"Rudolf Cierpica,1,478226707,bd10,f4,e26b,m39b,n35,h5,kontrowersyjny,z charakterem,prawy,przeciętny"
"Janusz Klar,1,478261422,bd4,f7,e7c,m39c,n38,h14,przyjemny,spokojny,nieuczciwy,słaby"
"Bartlomiej Patelczyk,3,478230195,bd4,f7,e12b,m13b,n33,h6,kontrowersyjny,porywczy,uczciwy,przeciętny"
"Michal Reszka,1,478267890,bd10,f6,e28c,m25c,n4,h3,przyjemny,zrównoważony,nieuczciwy,kiepski"
"Zdzislaw Jendryczko,1,478268511,bd3,f4,e28c,m21c,n15,h5,sympatyczny,z charakterem,uczciwy,przeciętny"
